CODIGO_VENDA;CODIGO_PRODUTO;VALOR_UNITARIO;QUANTIDADE;VALOR_FINAL
1162;74;5.32;3;15.96
1163;8;9.26;2;18.52
1163;30;45.55;9;409.95
1163;31;65.01;4;260.04
1163;38;28.4;3;85.2
1163;39;16.72;3;50.16
1163;49;80.41;8;643.28
1164;9;9.85;8;78.8
1164;25;6.13;1;6.13
1164;30;42.71;5;213.55
1164;43;34.25;1;34.25
1164;48;66.56;3;199.68
1164;52;41.67;9;375.03
1164;54;43.83;6;262.98
1164;78;1.01;6;6.06
1164;85;4.25;3;12.75
1165;37;73.68;1;73.68
1165;88;2.83;5;14.15
1166;13;106.41;3;319.23
1166;56;51.22;9;460.98
1167;1;83.38;7;583.66
1167;6;6.66;9;59.94
1167;9;9.93;7;69.51
1167;11;164.88;8;1319.04
1167;44;27.6;3;82.8
1167;51;69.22;8;553.76
1167;52;72.47;9;652.23
1167;57;25.51;3;76.53
1167;62;4.03;2;8.06
1168;73;3.57;3;10.71
1169;14;132.79;1;132.79
1169;56;33.55;2;67.1
1169;65;2.48;2;4.96
1169;71;1.96;7;13.72
1170;14;118.85;3;356.55
1170;17;98.99;3;296.97
1170;19;119.07;9;1071.63
1170;41;54.99;1;54.99
1170;51;54.96;2;109.92
1171;3;134.07;6;804.42
1171;8;6.1;7;42.7
1171;30;44.72;3;134.16
1171;48;72.38;5;361.9
1171;56;83.04;2;166.08
1171;67;3.5;2;7.0
1171;75;2.58;1;2.58
1171;82;2.64;2;5.28
1172;4;134.03;2;268.06
1172;10;117.39;3;352.17
1172;25;7.84;5;39.2
1172;30;66.4;6;398.4
1172;51;47.17;2;94.34
1172;54;46.41;9;417.69
1172;69;2.22;3;6.66
1172;91;4.28;1;4.28
1173;18;7.71;9;69.39
1174;18;9.91;7;69.37
1174;21;9.32;7;65.24
1174;26;8.48;8;67.84
1174;40;16.65;3;49.95
1174;45;24.64;6;147.84
1174;53;70.14;1;70.14
1174;71;3.76;3;11.28
1174;83;3.39;3;10.17
1174;86;5.59;5;27.95
1175;72;3.7;2;7.4
1175;81;2.0;5;10.0
1175;90;3.42;3;10.26
1176;24;87.09;1;87.09
1176;33;53.15;9;478.35
1176;38;22.83;4;91.32
1176;55;34.3;3;102.9
1176;62;2.85;1;2.85
1176;85;2.19;5;10.95
1176;91;2.0;6;12.0
1177;15;9.52;2;19.04
1177;26;6.76;1;6.76
1177;37;68.04;9;612.36
1177;45;15.32;8;122.56
1177;57;15.67;9;141.03
1177;79;3.02;3;9.06
1178;19;121.17;8;969.36
1178;56;78.45;2;156.9
1178;62;2.76;6;16.56
1178;69;5.5;8;44.0
1179;15;6.47;6;38.82
1179;19;140.37;7;982.59
1179;27;118.0;1;118.0
1179;50;42.38;5;211.9
1179;54;60.07;1;60.07
1179;65;2.12;5;10.6
1179;77;5.32;3;15.96
1179;80;3.19;3;9.57
1179;83;4.55;7;31.85
1180;10;102.35;4;409.4
1180;27;102.95;8;823.6
1180;40;23.64;2;47.28
1180;44;18.45;2;36.9
1180;65;4.76;3;14.28
1180;75;1.35;8;10.8
1181;10;111.72;2;223.44
1181;18;8.31;4;33.24
1181;41;59.89;1;59.89
1182;18;6.67;2;13.34
1182;27;99.82;4;399.28
1182;36;78.92;8;631.36
1182;47;54.02;9;486.18
1182;50;63.13;7;441.91
1182;60;5.18;6;31.08
1182;61;1.95;5;9.75
1182;72;3.18;1;3.18
1182;84;4.36;8;34.88
1183;4;100.84;5;504.2
1183;18;7.0;4;28.0
1183;24;67.21;1;67.21
1183;28;62.11;3;186.33
1183;35;17.78;4;71.12
1183;57;18.42;7;128.94
1183;61;2.93;5;14.65
1183;65;5.6;8;44.8
1183;81;2.18;3;6.54
1183;87;2.86;8;22.88
1184;13;91.03;5;455.15
1184;24;57.55;8;460.4
1184;85;3.69;6;22.14
1185;9;6.02;9;54.18
1185;36;77.93;9;701.37
1185;44;28.75;3;86.25
1185;54;36.36;6;218.16
1185;64;2.19;9;19.71
1186;17;77.49;7;542.43
1186;86;1.63;6;9.78
1187;35;19.62;9;176.58
1187;37;58.48;4;233.92
1187;86;4.52;7;31.64
1188;56;51.4;5;257.0
1188;83;4.88;3;14.64
1188;84;2.67;4;10.68
1188;89;4.95;1;4.95
1189;5;6.04;3;18.12
1189;34;39.24;4;156.96
1189;35;17.38;7;121.66
1189;46;58.26;2;116.52
1189;49;57.93;8;463.44
1189;50;55.11;5;275.55
1189;60;3.91;5;19.55
1189;61;3.09;6;18.54
1189;68;1.14;6;6.84
1190;19;159.36;2;318.72
1190;26;8.83;9;79.47
1191;63;3.22;9;28.98
1192;46;48.45;2;96.9
1192;54;56.71;8;453.68
1192;76;4.89;9;44.01
1192;80;4.51;4;18.04
1193;10;102.33;9;920.97
1193;21;9.2;3;27.6
1193;34;48.39;3;145.17
1193;35;17.13;2;34.26
1193;37;42.09;3;126.27
1193;40;16.66;6;99.96
1193;47;72.15;8;577.2
1193;76;4.59;3;13.77
1194;86;2.25;1;2.25
1195;4;110.12;6;660.72
1195;15;8.57;7;59.99
1195;26;6.86;3;20.58
1195;28;67.6;7;473.2
1195;50;74.26;8;594.08
1195;53;41.58;6;249.48
1195;58;29.82;9;268.38
1195;65;4.98;4;19.92
1195;79;5.77;3;17.31
1196;55;47.97;3;143.91
1197;5;6.19;3;18.57
1197;7;87.43;9;786.87
1197;10;112.45;9;1012.05
1197;12;9.47;3;28.41
1197;20;8.37;1;8.37
1197;37;74.48;9;670.32
1197;56;66.68;3;200.04
1198;9;7.45;3;22.35
1198;13;152.26;9;1370.34
1198;20;6.19;2;12.38
1198;34;71.82;2;143.64
1198;57;29.12;6;174.72
1198;69;5.36;8;42.88
1198;71;2.07;4;8.28
1198;78;2.03;8;16.24
1198;85;2.9;7;20.3
1199;38;17.71;1;17.71
1199;41;32.18;8;257.44
1200;50;70.4;9;633.6
1200;62;2.28;8;18.24
1201;19;153.16;5;765.8
1201;39;21.51;2;43.02
1201;56;44.58;4;178.32
1201;60;4.24;8;33.92
1201;74;3.46;8;27.68
1201;82;5.93;4;23.72
1201;85;1.99;6;11.94
1202;43;43.84;7;306.88
1203;40;21.57;3;64.71
1203;86;2.53;9;22.77
1204;20;8.68;9;78.12
1204;29;43.03;8;344.24
1204;38;25.86;8;206.88
1204;39;23.64;4;94.56
1205;17;78.4;1;78.4
1205;35;24.25;4;97.0
1205;40;16.8;1;16.8
1205;60;2.9;4;11.6
1205;89;5.76;3;17.28
1206;4;107.65;8;861.2
1206;18;9.55;5;47.75
1206;36;31.39;6;188.34
1206;60;4.66;4;18.64
1206;74;4.48;2;8.96
1206;79;5.73;9;51.57
1206;81;4.78;7;33.46
1207;2;84.73;2;169.46
1207;6;6.98;4;27.92
1207;15;9.1;6;54.6
1207;35;21.38;2;42.76
1207;37;43.14;3;129.42
1207;64;5.03;6;30.18
1207;85;2.19;4;8.76
1208;6;8.76;1;8.76
1208;19;129.42;9;1164.78
1208;30;60.57;5;302.85
1208;51;48.18;6;289.08
1208;58;27.61;8;220.88
1208;87;1.78;1;1.78
1208;89;1.49;6;8.94
1208;90;3.22;2;6.44
1209;4;172.47;1;172.47
1209;23;82.35;5;411.75
1209;58;15.78;2;31.56
1209;74;4.76;2;9.52
1209;78;5.26;6;31.56
1209;80;5.48;7;38.36
1209;86;1.49;9;13.41
1209;89;2.53;7;17.71
1209;91;3.74;5;18.7
1210;6;9.76;6;58.56
1210;24;93.15;3;279.45
1210;43;37.99;9;341.91
1210;58;23.32;3;69.96
1210;59;4.62;8;36.96
1210;66;4.9;1;4.9
1210;67;4.73;4;18.92
1211;1;40.89;8;327.12
1211;11;100.16;9;901.44
1211;29;50.14;1;50.14
1211;48;71.68;2;143.36
1211;49;74.31;9;668.79
1211;60;1.49;8;11.92
1211;73;5.48;8;43.84
1211;75;3.22;7;22.54
1212;1;57.67;8;461.36
1212;19;133.14;2;266.28
1212;34;31.42;4;125.68
1212;43;66.77;6;400.62
1212;51;54.37;3;163.11
1212;58;17.33;5;86.65
1212;70;1.24;5;6.2
1212;84;5.48;5;27.4
1212;87;1.34;4;5.36
1213;11;133.21;2;266.42
1213;14;149.0;8;1192.0
1213;32;68.74;4;274.96
1213;50;64.29;3;192.87
1213;54;30.81;9;277.29
1213;56;68.37;5;341.85
1213;66;1.97;5;9.85
1213;67;4.21;8;33.68
1213;77;3.13;9;28.17
1213;78;5.29;9;47.61
1214;3;93.94;1;93.94
1214;34;75.37;6;452.22
1214;53;69.74;6;418.44
1214;57;29.34;4;117.36
1214;66;2.25;9;20.25
1214;79;3.06;1;3.06
1214;88;3.39;7;23.73
1215;1;91.89;3;275.67
1215;57;24.16;3;72.48
1215;87;1.03;2;2.06
1216;4;117.11;7;819.77
1216;44;28.04;1;28.04
1216;77;5.66;8;45.28
1217;32;31.03;3;93.09
1217;52;36.32;3;108.96
1217;85;1.47;9;13.23
1218;8;6.55;4;26.2
1218;42;47.07;5;235.35
1218;53;55.5;9;499.5
1218;61;5.05;6;30.3
1218;83;2.23;4;8.92
1218;89;5.08;2;10.16
1219;1;67.54;7;472.78
1219;6;6.76;1;6.76
1219;32;74.68;7;522.76
1219;59;4.92;6;29.52
1219;71;4.42;6;26.52
1219;77;2.24;7;15.68
1219;79;2.88;5;14.4
1219;81;1.0;4;4.0
1219;83;3.92;2;7.84
1220;6;6.9;8;55.2
1220;15;7.56;3;22.68
1220;23;89.63;6;537.78
1220;29;46.3;4;185.2
1220;34;64.15;7;449.05
1220;45;29.22;3;87.66
1220;48;71.97;8;575.76
1220;57;19.99;6;119.94
1220;59;2.33;6;13.98
1220;68;5.92;4;23.68
1221;23;87.41;9;786.69
1221;31;83.34;6;500.04
1221;59;2.01;8;16.08
1221;69;1.36;5;6.8
1221;73;1.17;9;10.53
1221;81;1.67;6;10.02
1221;85;1.49;6;8.94
1221;88;2.02;7;14.14
1221;89;1.97;7;13.79
1222;43;49.99;8;399.92
1222;59;4.16;9;37.44
1222;63;1.72;2;3.44
1222;85;2.78;3;8.34
1223;12;7.47;6;44.82
1223;37;48.94;1;48.94
1223;44;21.32;9;191.88
1223;46;73.17;7;512.19
1223;56;84.69;3;254.07
1223;60;4.04;8;32.32
1223;61;2.52;6;15.12
1223;72;1.82;8;14.56
1223;91;2.11;6;12.66
1224;12;6.1;1;6.1
1224;24;67.6;1;67.6
1224;30;53.84;3;161.52
1224;39;15.86;7;111.02
1224;74;3.26;4;13.04
1224;83;3.7;4;14.8
1224;85;3.62;5;18.1
1225;3;167.41;6;1004.46
1225;25;6.74;5;33.7
1225;32;64.52;1;64.52
1225;40;24.22;3;72.66
1225;49;34.68;7;242.76
1225;61;2.05;5;10.25
1226;14;139.85;9;1258.65
1226;37;37.99;2;75.98
1226;45;27.63;1;27.63
1226;63;4.7;3;14.1
1227;30;74.06;7;518.42
1227;88;3.9;2;7.8
1228;54;48.5;5;242.5
1228;70;2.13;2;4.26
1229;1;66.85;4;267.4
1229;9;9.55;4;38.2
1229;32;39.75;3;119.25
1229;77;2.8;1;2.8
1229;79;1.88;9;16.92
1229;81;5.1;4;20.4
1229;89;2.08;7;14.56
1230;1;92.8;7;649.6
1230;5;8.82;1;8.82
1230;31;77.46;8;619.68
1230;34;50.23;7;351.61
1230;35;15.36;5;76.8
1230;45;29.96;6;179.76
1230;47;71.07;2;142.14
1230;58;18.88;9;169.92
1230;69;4.59;8;36.72
1231;10;109.49;9;985.41
1231;15;6.01;3;18.03
1231;32;75.88;5;379.4
1231;34;54.48;5;272.4
1231;53;37.2;5;186.0
1231;71;3.57;7;24.99
1231;74;2.76;1;2.76
1231;91;1.97;7;13.79
1232;11;166.41;1;166.41
1232;15;9.48;3;28.44
1232;36;35.03;6;210.18
1232;38;22.84;6;137.04
1232;42;53.0;8;424.0
1232;51;68.46;4;273.84
1232;79;2.35;2;4.7
1233;6;8.14;8;65.12
1233;43;41.36;6;248.16
1233;86;2.36;6;14.16
1234;1;62.66;9;563.94
1234;28;64.88;7;454.16
1234;31;59.79;3;179.37
1234;43;61.99;5;309.95
1234;45;26.36;7;184.52
1234;89;5.7;4;22.8
1235;30;52.44;9;471.96
1235;37;69.36;2;138.72
1236;7;67.75;9;609.75
1237;25;8.25;3;24.75
1237;47;75.85;1;75.85
1237;53;32.76;9;294.84
1237;62;4.94;5;24.7
1237;70;5.73;2;11.46
1237;74;4.67;3;14.01
1237;75;5.36;8;42.88
1237;80;1.19;6;7.14
1237;82;3.98;2;7.96
1238;8;8.77;8;70.16
1238;27;100.35;1;100.35
1238;44;19.4;9;174.6
1238;51;44.57;4;178.28
1238;58;24.64;5;123.2
1238;60;5.38;5;26.9
1239;12;9.27;5;46.35
1240;63;5.69;1;5.69
1240;66;5.9;4;23.6
1240;71;5.48;1;5.48
1240;74;2.38;8;19.04
1241;32;32.66;1;32.66
1241;44;20.49;3;61.47
1241;56;53.97;2;107.94
1241;90;3.04;6;18.24
1242;69;5.52;3;16.56
1243;27;114.39;2;228.78
1244;5;7.01;1;7.01
1244;9;7.04;9;63.36
1244;12;6.87;4;27.48
1244;28;32.57;6;195.42
1244;37;75.55;7;528.85
1244;51;36.7;8;293.6
1244;79;2.63;3;7.89
1244;90;2.88;3;8.64
1245;28;39.57;1;39.57
1246;5;9.63;4;38.52
1246;23;68.05;5;340.25
1246;30;84.72;9;762.48
1246;56;63.35;9;570.15
1246;58;29.41;4;117.64
1246;84;3.58;6;21.48
1246;91;1.22;7;8.54
1247;79;2.67;6;16.02
1247;88;4.09;3;12.27
1248;8;9.68;6;58.08
1248;12;9.7;8;77.6
1248;20;7.2;7;50.4
1248;22;6.57;4;26.28
1248;39;25.06;8;200.48
1248;48;50.04;2;100.08
1248;72;3.12;9;28.08
1248;83;4.32;1;4.32
1248;89;5.92;2;11.84
1249;30;66.97;7;468.79
1250;50;73.62;3;220.86
1250;58;15.19;2;30.38
1251;11;107.38;2;214.76
1251;33;53.73;1;53.73
1251;50;33.83;1;33.83
1251;52;41.94;1;41.94
1251;66;4.05;8;32.4
1251;68;4.74;3;14.22
1251;74;2.44;1;2.44
1251;76;3.9;2;7.8
1251;87;3.69;7;25.83
1252;9;7.97;1;7.97
1252;12;7.89;2;15.78
1252;13;134.79;8;1078.32
1252;33;40.05;1;40.05
1252;46;55.33;2;110.66
1252;48;37.45;4;149.8
1252;52;64.9;1;64.9
1252;53;47.41;6;284.46
1252;87;1.2;5;6.0
1252;91;2.45;6;14.7
1253;6;8.88;6;53.28
1253;31;50.15;4;200.6
1253;38;26.52;9;238.68
1253;50;57.92;2;115.84
1253;77;4.65;4;18.6
1254;75;3.36;4;13.44
1254;79;2.26;6;13.56
1255;14;150.8;9;1357.2
1255;23;46.88;5;234.4
1255;39;17.43;5;87.15
1255;65;5.28;3;15.84
1255;77;3.54;3;10.62
1255;84;4.32;6;25.92
1256;6;8.66;8;69.28
1256;24;84.08;8;672.64
1256;28;56.46;5;282.3
1256;62;5.08;4;20.32
1256;67;4.8;6;28.8
1256;85;4.49;5;22.45
1257;41;50.66;3;151.98
1257;44;22.74;9;204.66
1257;45;21.49;7;150.43
1257;46;74.46;7;521.22
1257;48;44.0;4;176.0
1257;54;67.79;5;338.95
1257;56;40.85;6;245.1
1258;44;20.61;2;41.22
1258;66;2.97;4;11.88
1258;77;5.28;3;15.84
1259;9;6.17;7;43.19
1259;25;7.11;5;35.55
1259;30;40.68;4;162.72
1259;56;32.39;1;32.39
1259;59;4.86;1;4.86
1259;63;3.43;9;30.87
1260;37;72.8;4;291.2
1260;44;28.91;6;173.46
1261;66;1.02;1;1.02
1261;87;5.42;5;27.1
1262;4;168.31;2;336.62
1262;11;121.47;1;121.47
1262;22;6.7;7;46.9
1262;45;28.38;2;56.76
1262;61;1.82;9;16.38
1262;64;2.8;4;11.2
1262;68;3.15;9;28.35
1262;78;4.11;3;12.33
1262;85;3.26;1;3.26
1263;1;88.55;4;354.2
1263;5;7.1;3;21.3
1263;29;42.25;7;295.75
1263;31;65.48;8;523.84
1263;49;81.88;3;245.64
1263;53;60.0;8;480.0
1263;54;40.11;9;360.99
1263;58;28.83;3;86.49
1263;68;5.23;1;5.23
1264;15;7.59;2;15.18
1264;36;50.83;1;50.83
1264;44;29.66;2;59.32
1264;56;36.68;5;183.4
1264;66;3.31;5;16.55
1265;1;62.21;2;124.42
1265;54;56.35;2;112.7
1265;66;4.94;4;19.76
1265;91;4.39;4;17.56
1266;23;81.06;6;486.36
1266;32;68.06;7;476.42
1266;60;2.35;7;16.45
1266;68;2.85;4;11.4
1266;72;3.27;5;16.35
1266;77;3.84;9;34.56
1267;53;32.86;3;98.58
1267;77;2.46;6;14.76
1268;9;6.74;3;20.22
1268;30;48.53;5;242.65
1268;33;43.82;7;306.74
1268;44;29.84;6;179.04
1268;45;20.2;7;141.4
1268;72;4.34;3;13.02
1268;73;1.79;4;7.16
1268;75;1.6;9;14.4
1269;1;64.15;6;384.9
1269;10;119.28;6;715.68
1269;20;9.95;1;9.95
1269;76;4.02;1;4.02
1269;80;5.84;6;35.04
1269;91;3.29;4;13.16
1270;83;1.3;8;10.4
1271;1;82.08;3;246.24
1271;24;99.44;5;497.2
1271;48;40.12;6;240.72
1271;62;5.3;7;37.1
1272;3;115.65;4;462.6
1272;24;91.19;4;364.76
1272;54;53.32;7;373.24
1272;61;3.51;9;31.59
1272;81;3.2;9;28.8
1273;80;3.51;3;10.53
1273;86;1.62;2;3.24
1274;46;32.07;7;224.49
1274;74;2.11;7;14.77
1274;79;5.92;8;47.36
1274;80;1.96;1;1.96
1274;82;5.69;3;17.07
1275;15;6.29;2;12.58
1275;60;5.12;9;46.08
1276;16;77.58;7;543.06
1276;45;21.09;9;189.81
1276;51;32.89;3;98.67
1276;61;1.33;3;3.99
1276;64;4.77;3;14.31
1277;5;6.38;3;19.14
1277;25;6.87;3;20.61
1277;54;59.57;4;238.28
1277;73;1.49;6;8.94
1277;81;4.26;8;34.08
1278;22;6.74;9;60.66
1278;32;72.32;9;650.88
1278;38;15.93;5;79.65
1278;52;66.35;7;464.45
1278;61;3.22;5;16.1
1278;65;4.66;2;9.32
1278;76;2.32;1;2.32
1279;17;75.46;7;528.22
1279;31;78.79;8;630.32
1279;33;47.2;7;330.4
1279;46;59.59;5;297.95
1279;48;40.69;4;162.76
1279;67;2.67;8;21.36
1279;88;4.21;1;4.21
1280;15;6.57;7;45.99
1280;34;42.99;1;42.99
1280;39;25.65;6;153.9
1280;76;3.38;7;23.66
1280;77;4.54;1;4.54
1281;26;6.52;8;52.16
1282;24;89.04;8;712.32
1282;27;118.67;7;830.69
1282;30;79.42;6;476.52
1282;44;25.27;5;126.35
1282;60;3.82;2;7.64
1282;72;4.55;1;4.55
1283;1;39.67;8;317.36
1283;30;70.93;4;283.72
1283;47;69.3;1;69.3
1283;48;68.02;2;136.04
1283;50;33.64;4;134.56
1283;59;3.35;4;13.4
1283;61;5.01;7;35.07
1283;64;1.97;5;9.85
1283;81;2.47;8;19.76
1283;87;5.08;9;45.72
1284;1;91.3;9;821.7
1284;2;94.54;9;850.86
1284;8;9.08;7;63.56
1284;17;80.71;1;80.71
1284;22;9.11;7;63.77
1284;34;66.52;2;133.04
1284;53;34.23;9;308.07
1284;58;22.13;1;22.13
1285;21;7.23;8;57.84
1285;30;43.57;3;130.71
1285;31;42.26;5;211.3
1285;43;34.66;1;34.66
1285;48;41.85;5;209.25
1285;62;4.97;4;19.88
1285;66;2.65;4;10.6
1285;69;4.05;5;20.25
1285;70;2.34;3;7.02
1285;75;5.59;3;16.77
1286;55;49.73;8;397.84
1286;77;2.55;2;5.1
1286;90;5.82;8;46.56
1287;4;124.16;9;1117.44
1288;7;92.06;8;736.48
1288;48;71.13;3;213.39
1288;58;16.69;8;133.52
1289;19;153.77;6;922.62
1289;21;8.26;1;8.26
1289;25;9.82;8;78.56
1289;28;72.43;8;579.44
1289;35;27.04;3;81.12
1289;41;70.02;3;210.06
1289;60;1.01;9;9.09
1289;62;2.97;4;11.88
1289;88;5.86;4;23.44
1289;90;4.66;8;37.28
1290;4;94.82;8;758.56
1290;27;109.48;4;437.92
1290;40;20.73;9;186.57
1290;45;20.16;1;20.16
1290;46;35.1;7;245.7
1290;49;58.58;1;58.58
1290;63;1.31;7;9.17
1291;20;9.68;9;87.12
1291;58;28.47;3;85.41
1291;61;4.05;6;24.3
1291;75;2.26;9;20.34
1292;28;51.51;1;51.51
1292;47;49.38;1;49.38
1292;49;35.34;6;212.04
1292;53;32.48;2;64.96
1292;68;3.12;6;18.72
1292;71;3.93;4;15.72
1292;84;3.71;6;22.26
1293;8;8.11;3;24.33
1293;44;25.85;8;206.8
1293;63;1.9;5;9.5
1293;65;5.44;9;48.96
1293;66;4.5;4;18.0
1293;72;5.81;4;23.24
1293;81;5.52;3;16.56
1293;83;3.06;8;24.48
1293;84;3.8;7;26.6
1294;3;104.33;3;312.99
1294;5;6.98;1;6.98
1294;10;108.36;4;433.44
1294;24;64.7;9;582.3
1294;69;4.18;4;16.72
1294;88;1.16;7;8.12
1295;5;6.51;8;52.08
1295;17;77.37;8;618.96
1295;18;6.54;5;32.7
1295;23;75.2;6;451.2
1295;53;79.05;9;711.45
1295;59;1.61;5;8.05
1295;70;5.62;4;22.48
1295;74;5.41;9;48.69
1295;77;5.27;1;5.27
1296;15;6.81;8;54.48
1296;24;43.13;3;129.39
1296;28;31.15;8;249.2
1296;42;72.85;7;509.95
1296;68;3.13;1;3.13
1296;72;4.74;6;28.44
1296;79;2.63;9;23.67
1296;85;4.59;1;4.59
1297;9;9.68;3;29.04
1297;21;6.04;6;36.24
1297;57;22.07;7;154.49
1297;59;5.78;8;46.24
1297;70;2.39;4;9.56
1298;49;79.87;4;319.48
1298;58;25.44;5;127.2
1298;59;4.88;3;14.64
1298;72;2.93;3;8.79
1298;74;5.77;7;40.39
1299;13;107.07;6;642.42
1299;26;8.46;2;16.92
1299;31;38.9;2;77.8
1299;37;35.44;1;35.44
1299;60;1.89;6;11.34
1299;77;3.82;1;3.82
1300;1;46.85;5;234.25
1300;21;8.35;6;50.1
1300;55;49.57;1;49.57
1300;79;5.15;3;15.45
1301;1;50.17;5;250.85
1301;12;7.78;9;70.02
1301;24;43.47;5;217.35
1301;48;33.79;3;101.37
1301;65;1.47;2;2.94
1301;67;4.76;6;28.56
1301;87;5.91;2;11.82
1302;51;41.29;6;247.74
1302;61;5.56;9;50.04
1302;67;3.09;6;18.54
1303;6;7.94;4;31.76
1303;67;2.17;1;2.17
1303;89;2.69;5;13.45
1304;3;154.18;5;770.9
1304;48;31.82;4;127.28
1304;52;40.77;5;203.85
1304;70;5.58;3;16.74
1305;4;136.49;1;136.49
1305;19;136.62;5;683.1
1305;27;100.83;9;907.47
1305;56;52.73;9;474.57
1305;62;1.81;1;1.81
1305;67;3.37;9;30.33
1305;86;3.38;9;30.42
1306;38;27.2;8;217.6
1306;58;18.94;2;37.88
1306;63;1.97;3;5.91
1306;64;4.12;8;32.96
1306;76;5.05;6;30.3
1307;9;9.38;4;37.52
1307;20;9.45;4;37.8
1307;21;7.52;9;67.68
1307;77;2.14;3;6.42
1307;86;5.2;7;36.4
1308;8;9.31;5;46.55
1308;19;133.1;1;133.1
1308;27;106.93;5;534.65
1308;31;41.88;3;125.64
1308;36;72.25;2;144.5
1308;54;32.93;7;230.51
1308;56;58.62;1;58.62
1308;57;26.48;7;185.36
1308;77;2.01;8;16.08
1308;81;1.27;9;11.43
1309;1;71.82;2;143.64
1309;11;92.96;5;464.8
1309;13;92.04;8;736.32
1309;19;151.45;1;151.45
1309;25;9.69;1;9.69
1309;29;39.2;4;156.8
1309;39;18.51;6;111.06
1309;59;4.58;7;32.06
1309;63;4.13;1;4.13
1309;79;4.73;6;28.38
1310;13;150.16;3;450.48
1310;59;3.86;9;34.74
1311;38;26.03;5;130.15
1311;45;28.17;1;28.17
1311;46;31.74;7;222.18
1311;56;64.88;4;259.52
1311;57;23.98;8;191.84
1311;75;1.1;7;7.7
1311;79;5.45;9;49.05
1312;32;74.33;5;371.65
1312;41;53.97;4;215.88
1312;72;5.62;9;50.58
1312;73;2.07;6;12.42
1313;4;172.97;1;172.97
1313;5;8.76;6;52.56
1313;19;150.43;7;1053.01
1313;24;37.42;1;37.42
1313;27;118.02;6;708.12
1313;48;71.87;5;359.35
1313;54;40.56;6;243.36
1313;56;46.0;1;46.0
1314;6;8.38;8;67.04
1314;72;1.8;8;14.4
1315;35;15.05;5;75.25
1316;5;8.56;8;68.48
1316;11;96.88;4;387.52
1316;14;144.17;5;720.85
1316;20;8.15;3;24.45
1316;21;9.33;8;74.64
1316;68;2.25;5;11.25
1316;77;1.86;5;9.3
1316;78;2.05;8;16.4
1317;17;86.08;6;516.48
1317;26;8.79;2;17.58
1317;46;64.48;2;128.96
1317;74;2.26;8;18.08
1317;75;1.73;8;13.84
1318;6;9.99;5;49.95
1318;19;154.59;6;927.54
1318;26;7.13;3;21.39
1318;29;43.79;8;350.32
1318;47;37.06;6;222.36
1318;57;24.45;4;97.8
1318;86;3.27;4;13.08
1319;41;50.95;5;254.75
1319;76;4.33;5;21.65
1320;52;55.52;9;499.68
1321;1;47.9;9;431.1
1321;9;8.36;4;33.44
1321;13;154.97;2;309.94
1321;39;23.68;6;142.08
1321;41;52.89;2;105.78
1321;46;67.95;7;475.65
1321;53;74.07;9;666.63
1321;59;1.02;4;4.08
1321;81;5.47;4;21.88
1321;88;2.24;5;11.2
1322;5;9.6;2;19.2
1322;11;105.16;5;525.8
1322;20;9.84;2;19.68
1322;37;54.36;1;54.36
1322;46;74.35;6;446.1
1323;1;43.07;2;86.14
1323;6;7.19;2;14.38
1323;21;9.63;2;19.26
1323;35;22.65;6;135.9
1323;40;26.05;1;26.05
1323;63;2.29;1;2.29
1324;27;100.88;4;403.52
1324;29;65.41;5;327.05
1324;71;2.9;1;2.9
1325;44;23.11;4;92.44
1325;74;3.68;8;29.44
1325;75;4.5;8;36.0
1326;40;27.73;4;110.92
1327;27;104.59;2;209.18
1327;34;41.74;2;83.48
1327;37;65.37;6;392.22
1327;38;26.29;5;131.45
1327;46;35.64;8;285.12
1327;63;3.33;9;29.97
1327;75;4.06;7;28.42
1327;76;2.53;5;12.65
1327;83;3.87;8;30.96
1328;16;76.96;2;153.92
1328;23;53.02;4;212.08
1328;48;46.56;4;186.24
1328;49;45.56;5;227.8
1328;51;49.26;8;394.08
1328;83;5.24;5;26.2
1328;91;4.09;6;24.54
1329;13;141.48;3;424.44
1329;68;2.44;1;2.44
1329;73;2.96;1;2.96
1330;4;94.19;2;188.38
1330;46;70.93;6;425.58
1330;48;61.11;1;61.11
1330;50;60.22;3;180.66
1330;53;71.07;5;355.35
1331;2;84.93;7;594.51
1331;8;8.95;2;17.9
1331;81;2.62;7;18.34
1332;26;7.86;3;23.58
1332;34;30.72;5;153.6
1332;40;20.98;9;188.82
1332;81;3.68;4;14.72
1333;8;9.63;4;38.52
1333;28;39.49;8;315.92
1333;35;26.89;8;215.12
1333;43;37.93;9;341.37
1333;44;17.09;4;68.36
1333;59;5.13;2;10.26
1333;60;5.69;4;22.76
1333;61;3.5;5;17.5
1333;89;2.64;6;15.84
1333;91;4.41;7;30.87
1334;7;77.69;2;155.38
1334;13;135.95;2;271.9
1334;20;9.91;9;89.19
1334;74;5.05;8;40.4
1335;20;8.46;8;67.68
1335;21;7.78;6;46.68
1335;31;73.67;4;294.68
1335;63;1.01;1;1.01
1336;1;72.77;8;582.16
1336;20;8.8;7;61.6
1336;26;6.03;6;36.18
1336;40;29.76;3;89.28
1336;42;57.15;8;457.2
1336;43;35.45;5;177.25
1336;53;50.48;8;403.84
1336;62;4.91;8;39.28
1336;65;2.83;5;14.15
1336;76;4.84;5;24.2
1337;13;178.96;8;1431.68
1337;24;39.59;7;277.13
