CODIGO_VENDA;DATA_VENDA;CODIGO_CLIENTE;CODIGO_LOJA_VENDEDOR;FORMA_PAGAMENTO;TIPO_PAGAMENTO;VALOR_FINAL
685;2019-02-01 14:26:49;361;1;2.0;A VISTA;1049.91
558;2019-02-02 17:32:48;591;14;1.0;A VISTA;959.85
2086;2019-02-06 09:20:11;494;12;1.0;PARCELADO;1297.85
976;2019-02-07 09:02:14;986;2;2.0;A VISTA;97.66
2517;2019-02-08 15:10:13;1215;2;3.0;A VISTA;1603.2800000000002
1603;2019-02-08 17:36:35;660;9;4.0;PARCELADO;2226.6299999999997
1333;2019-02-09 09:43:55;782;2;2.0;A VISTA;1076.52
1150;2019-02-09 17:13:02;429;9;2.0;A VISTA;1324.5
254;2019-02-14 17:13:26;168;15;3.0;A VISTA;541.41
1735;2019-02-16 11:28:36;851;4;1.0;A VISTA;2646.31
340;2019-02-16 12:17:50;1374;16;4.0;A VISTA;35.7
2354;2019-02-17 05:33:01;79;0;1.0;PARCELADO;527.91
474;2019-02-17 14:30:14;824;15;3.0;A VISTA;269.64
2318;2019-02-18 17:26:35;941;5;2.0;PARCELADO;1326.9099999999999
1850;2019-02-20 11:52:18;15;11;3.0;PARCELADO;1272.04
660;2019-02-23 12:47:25;556;15;3.0;A VISTA;139.85999999999999
1410;2019-02-23 16:04:44;740;2;1.0;A VISTA;1094.03
282;2019-02-25 15:06:47;1212;8;4.0;A VISTA;1295.67
1835;2019-02-25 15:40:18;264;14;1.0;A VISTA;1896.77
1418;2019-02-26 09:06:37;1139;15;1.0;PARCELADO;577.5
496;2019-02-27 12:47:51;1290;8;4.0;A VISTA;1366.64
1864;2019-02-28 13:00:26;892;7;4.0;A VISTA;1045.13
1888;2019-03-03 11:42:28;492;8;4.0;PARCELADO;765.8299999999999
2450;2019-03-04 11:04:49;526;15;4.0;A VISTA;1.59
135;2019-03-05 16:15:18;396;15;2.0;A VISTA;3730.03
1803;2019-03-07 10:01:40;1141;16;3.0;A VISTA;433.66
389;2019-03-07 11:22:54;1273;5;2.0;PARCELADO;802.85
2519;2019-03-08 23:40:57;8;0;3.0;PARCELADO;1645.3
635;2019-03-09 16:16:17;71;10;2.0;A VISTA;1119.17
1198;2019-03-10 14:05:33;770;4;2.0;A VISTA;1811.1299999999999
1255;2019-03-10 15:33:52;926;3;1.0;A VISTA;1731.13
2099;2019-03-10 17:08:02;536;12;4.0;A VISTA;1402.91
101;2019-03-12 13:09:22;1146;16;4.0;A VISTA;1468.02
1237;2019-03-12 14:05:38;395;8;3.0;A VISTA;503.59
445;2019-03-13 11:17:39;454;4;3.0;A VISTA;344.2
59;2019-03-13 12:09:34;1048;5;4.0;A VISTA;41.02
2093;2019-03-13 12:55:43;23;11;1.0;A VISTA;52.61
2094;2019-03-13 12:55:43;947;1;4.0;A VISTA;113.67
2505;2019-03-13 16:57:15;1027;16;1.0;A VISTA;1263.6
900;2019-03-17 14:38:16;842;4;4.0;A VISTA;52.64
1256;2019-03-17 17:15:54;20;3;1.0;PARCELADO;1095.79
480;2019-03-18 09:30:16;81;6;3.0;A VISTA;860.78
713;2019-03-18 13:06:04;215;10;2.0;A VISTA;1458.8600000000001
2461;2019-03-19 13:05:20;183;10;2.0;A VISTA;1268.3
1035;2019-03-19 14:44:21;258;9;2.0;A VISTA;292.51
383;2019-03-20 09:21:50;820;9;1.0;PARCELADO;920.6700000000001
945;2019-03-20 11:41:26;1292;5;4.0;A VISTA;1416.89
297;2019-03-22 10:25:00;607;12;3.0;PARCELADO;1435.48
2304;2019-03-22 15:40:10;1257;15;3.0;PARCELADO;2654.15
2347;2019-03-23 13:01:43;708;9;3.0;A VISTA;1609.22
1988;2019-03-23 16:49:41;157;2;2.0;A VISTA;492.74
720;2019-03-24 00:56:22;939;0;4.0;A VISTA;1641.48
6;2019-03-24 16:09:09;980;12;3.0;A VISTA;356.4
1837;2019-03-25 15:12:02;795;3;4.0;PARCELADO;635.13
2205;2019-03-27 12:54:01;1058;3;4.0;A VISTA;826.1800000000001
1354;2019-03-27 17:28:07;299;8;1.0;PARCELADO;2.97
286;2019-03-29 12:15:52;906;4;2.0;PARCELADO;5.75
1285;2019-03-30 16:01:44;362;15;2.0;PARCELADO;718.28
1513;2019-03-30 16:27:11;827;8;2.0;PARCELADO;208.48000000000002
1782;2019-04-01 12:42:27;988;8;2.0;A VISTA;22.1
2052;2019-04-02 09:47:01;1086;5;2.0;A VISTA;239.67
709;2019-04-03 00:42:32;1224;0;4.0;A VISTA;1540.57
107;2019-04-03 10:10:50;453;4;1.0;A VISTA;999.18
402;2019-04-03 16:16:54;217;10;2.0;A VISTA;941.73
734;2019-04-04 14:04:40;432;15;1.0;A VISTA;49.769999999999996
735;2019-04-04 14:04:40;430;1;3.0;PARCELADO;825.72
104;2019-04-04 17:33:57;64;14;4.0;A VISTA;19.56
1108;2019-04-05 18:04:26;758;0;1.0;A VISTA;776.0
1982;2019-04-06 16:18:23;1287;16;2.0;A VISTA;1814.1100000000001
1440;2019-04-07 12:26:30;420;15;3.0;PARCELADO;853.44
2370;2019-04-08 17:37:35;298;12;4.0;A VISTA;3047.91
26;2019-04-09 17:47:09;902;2;2.0;PARCELADO;1723.51
1474;2019-04-10 17:38:49;552;14;4.0;A VISTA;1106.8600000000001
527;2019-04-12 16:57:20;875;14;1.0;A VISTA;565.01
752;2019-04-13 17:40:01;100;4;4.0;A VISTA;1314.03
948;2019-04-15 09:08:14;51;9;4.0;A VISTA;1262.28
874;2019-04-15 09:35:00;136;16;2.0;PARCELADO;146.76
1109;2019-04-15 16:50:41;1075;7;1.0;A VISTA;1743.6100000000001
1259;2019-04-16 12:39:54;500;13;2.0;A VISTA;309.58
1542;2019-04-16 14:44:47;1273;6;4.0;A VISTA;1682.2700000000002
1582;2019-04-18 15:08:16;100;14;4.0;A VISTA;709.72
536;2019-04-21 10:09:13;1356;16;3.0;A VISTA;2643.6
1880;2019-04-23 10:04:05;346;9;1.0;PARCELADO;1342.6599999999999
554;2019-04-23 11:44:50;443;6;3.0;A VISTA;1027.1599999999999
1363;2019-04-23 12:10:36;1139;7;4.0;A VISTA;936.16
592;2019-04-24 11:52:12;1328;8;2.0;PARCELADO;313.65
1013;2019-04-24 12:03:15;993;6;1.0;PARCELADO;475.52
589;2019-04-25 16:37:53;765;6;4.0;A VISTA;717.26
2295;2019-04-27 10:48:12;92;15;2.0;A VISTA;84.24
1877;2019-04-27 16:07:45;931;5;1.0;A VISTA;359.71000000000004
1580;2019-04-28 11:43:57;652;13;4.0;A VISTA;914.12
2062;2019-04-29 09:35:19;264;9;1.0;A VISTA;944.8699999999999
1572;2019-04-30 17:09:02;1164;4;3.0;A VISTA;51.12
2515;2019-05-01 03:36:15;143;0;4.0;A VISTA;493.97999999999996
2187;2019-05-01 14:39:52;937;14;2.0;A VISTA;1188.64
2482;2019-05-02 11:14:09;276;11;3.0;A VISTA;1821.2
531;2019-05-03 17:06:24;621;12;3.0;PARCELADO;1479.88
2415;2019-05-11 14:53:35;350;15;2.0;A VISTA;1753.3
522;2019-05-12 13:37:34;397;10;2.0;A VISTA;1035.92
46;2019-05-14 14:39:36;1139;10;1.0;A VISTA;740.8399999999999
2100;2019-05-15 13:13:03;83;12;2.0;A VISTA;1117.07
382;2019-05-16 04:52:42;529;0;4.0;A VISTA;495.47999999999996
2377;2019-05-16 16:06:51;280;3;3.0;A VISTA;598.07
1017;2019-05-17 09:24:08;79;9;4.0;A VISTA;1049.4
22;2019-05-18 09:56:49;7;12;1.0;PARCELADO;842.75
1030;2019-05-22 10:58:23;1316;10;4.0;A VISTA;973.9
479;2019-05-23 16:17:04;823;16;3.0;PARCELADO;2126.07
1787;2019-05-24 11:29:16;765;2;3.0;PARCELADO;49.15
1788;2019-05-24 11:29:16;974;1;3.0;PARCELADO;1154.17
2000;2019-05-25 15:11:34;699;15;2.0;A VISTA;1544.49
2530;2019-05-27 16:57:19;1043;12;4.0;A VISTA;1849.26
1462;2019-05-28 12:58:16;1195;11;1.0;A VISTA;1245.17
2231;2019-05-29 09:45:16;1304;5;2.0;A VISTA;2005.48
2524;2019-05-30 16:45:22;476;5;1.0;A VISTA;2004.44
1974;2019-06-01 10:57:52;1139;14;3.0;A VISTA;951.87
1780;2019-06-01 15:24:08;1334;12;3.0;A VISTA;235.24
669;2019-06-05 10:06:43;48;15;3.0;A VISTA;792.5300000000001
68;2019-06-05 14:00:43;299;5;1.0;A VISTA;72.67999999999999
1784;2019-06-06 17:08:55;501;12;4.0;A VISTA;2278.29
1248;2019-06-07 10:28:11;217;13;2.0;A VISTA;557.16
1341;2019-06-07 12:51:58;808;10;4.0;A VISTA;38.64
984;2019-06-08 11:13:02;669;15;3.0;A VISTA;1224.84
1764;2019-06-08 16:22:57;1370;5;4.0;A VISTA;577.65
468;2019-06-10 13:19:35;537;4;2.0;A VISTA;216.84
354;2019-06-11 10:20:11;477;16;1.0;A VISTA;1740.28
665;2019-06-11 14:27:21;861;13;3.0;A VISTA;2600.3
202;2019-06-12 09:20:42;683;15;3.0;A VISTA;823.98
203;2019-06-12 09:20:42;123;1;3.0;A VISTA;319.3
204;2019-06-12 09:20:42;944;1;3.0;A VISTA;1026.74
255;2019-06-15 09:51:07;438;12;2.0;A VISTA;527.05
656;2019-06-15 10:17:25;1225;10;3.0;A VISTA;806.35
2007;2019-06-15 10:56:01;1013;14;4.0;A VISTA;2158.84
349;2019-06-15 12:47:22;1085;10;3.0;A VISTA;372.61
2388;2019-06-17 13:35:02;698;2;4.0;PARCELADO;793.62
1313;2019-06-17 16:43:35;679;7;1.0;A VISTA;2672.79
1308;2019-06-18 15:17:58;880;5;2.0;PARCELADO;1486.44
2159;2019-06-19 10:01:32;176;14;2.0;A VISTA;640.04
816;2019-06-20 16:50:14;659;9;4.0;A VISTA;213.61
817;2019-06-20 16:50:14;341;1;2.0;A VISTA;46.4
611;2019-06-21 16:50:13;459;16;1.0;A VISTA;1377.88
14;2019-06-22 13:46:08;163;12;4.0;A VISTA;641.16
448;2019-06-22 15:44:28;704;4;2.0;PARCELADO;1883.51
397;2019-06-23 16:03:07;715;4;3.0;A VISTA;245.82
582;2019-06-23 22:43:03;166;0;3.0;A VISTA;496.95
590;2019-06-24 15:39:04;1354;13;4.0;A VISTA;335.72
1569;2019-06-24 15:40:55;81;11;1.0;A VISTA;370.6
272;2019-06-24 15:56:49;522;10;2.0;A VISTA;271.7
1210;2019-06-25 17:21:51;690;4;2.0;A VISTA;810.6600000000001
1949;2019-06-28 15:46:33;308;6;1.0;PARCELADO;1283.72
663;2019-06-29 13:25:29;1161;4;2.0;PARCELADO;429.39
1119;2019-06-29 16:53:01;1385;15;1.0;PARCELADO;1391.29
329;2019-06-30 12:15:08;391;16;2.0;A VISTA;2464.06
330;2019-06-30 12:15:08;1057;1;2.0;PARCELADO;50.25
1442;2019-07-02 15:46:49;139;14;4.0;PARCELADO;431.15999999999997
292;2019-07-04 05:09:29;1129;0;4.0;PARCELADO;1487.48
555;2019-07-04 11:03:41;388;5;2.0;A VISTA;491.51
556;2019-07-04 11:03:41;801;1;3.0;PARCELADO;2836.96
1847;2019-07-04 11:42:44;662;0;4.0;A VISTA;774.2
48;2019-07-05 14:45:10;890;9;4.0;A VISTA;511.01
131;2019-07-07 09:38:45;517;10;3.0;A VISTA;788.11
741;2019-07-08 09:44:20;654;15;4.0;A VISTA;401.31
2036;2019-07-08 16:11:24;1083;8;1.0;PARCELADO;1492.3500000000001
122;2019-07-08 17:35:27;836;11;3.0;A VISTA;300.94
593;2019-07-09 11:10:18;445;11;3.0;PARCELADO;2132.52
501;2019-07-10 13:08:38;930;2;1.0;A VISTA;9.68
82;2019-07-12 15:16:19;730;10;3.0;A VISTA;1023.19
205;2019-07-13 09:52:09;189;13;4.0;A VISTA;10.14
2053;2019-07-15 12:40:57;831;3;3.0;A VISTA;28.619999999999997
1280;2019-07-16 11:22:02;548;6;2.0;A VISTA;271.08
1380;2019-07-16 12:24:23;1332;2;3.0;A VISTA;1345.86
1657;2019-07-16 12:31:21;392;5;2.0;A VISTA;60.86
2098;2019-07-16 15:16:30;818;15;3.0;A VISTA;1421.15
1943;2019-07-16 16:11:56;736;14;1.0;A VISTA;1852.7
247;2019-07-17 09:46:35;1101;6;2.0;A VISTA;325.76
1019;2019-07-18 14:22:14;288;13;1.0;A VISTA;152.8
129;2019-07-19 12:34:24;745;4;2.0;A VISTA;1367.87
1963;2019-07-19 15:58:04;1328;5;2.0;PARCELADO;46.44
1785;2019-07-20 09:14:12;746;7;3.0;A VISTA;2082.53
1591;2019-07-20 09:42:27;871;7;1.0;A VISTA;2018.27
1592;2019-07-20 09:42:27;117;1;3.0;A VISTA;631.34
1601;2019-07-24 10:56:48;934;8;3.0;A VISTA;1316.32
1368;2019-07-26 12:09:11;188;10;3.0;PARCELADO;1641.18
1228;2019-07-27 14:36:03;903;12;2.0;A VISTA;246.76
1229;2019-07-27 14:36:03;78;1;3.0;PARCELADO;479.53
1262;2019-07-28 13:17:16;350;0;2.0;PARCELADO;633.27
1020;2019-07-31 17:48:09;203;2;4.0;A VISTA;785.01
36;2019-08-02 17:14:57;342;2;2.0;A VISTA;440.24
2263;2019-08-03 15:30:23;526;12;1.0;A VISTA;203.92999999999998
1450;2019-08-03 16:53:38;863;12;1.0;A VISTA;1826.79
998;2019-08-04 16:51:36;1290;2;4.0;PARCELADO;1424.1399999999999
1250;2019-08-05 17:41:09;1020;6;3.0;A VISTA;251.24
493;2019-08-06 10:44:25;599;7;3.0;PARCELADO;58.31999999999999
1257;2019-08-06 12:00:38;912;13;1.0;A VISTA;1788.3400000000001
1033;2019-08-06 13:17:28;756;13;4.0;A VISTA;1468.6200000000001
1043;2019-08-06 14:21:17;135;6;4.0;PARCELADO;366.69
1385;2019-08-10 16:46:04;1274;14;1.0;PARCELADO;2720.86
509;2019-08-11 11:58:05;1180;3;4.0;A VISTA;510.09
2357;2019-08-11 17:23:06;483;10;4.0;A VISTA;1080.6
1998;2019-08-12 16:00:39;641;16;3.0;A VISTA;634.2
1650;2019-08-12 17:49:21;276;11;2.0;A VISTA;2006.3999999999999
1667;2019-08-14 12:16:27;120;8;1.0;A VISTA;389.41
1669;2019-08-14 15:29:11;1385;16;2.0;PARCELADO;436.39
168;2019-08-15 10:22:44;355;3;3.0;PARCELADO;2346.0499999999997
169;2019-08-15 10:22:44;232;1;3.0;PARCELADO;1201.32
170;2019-08-15 10:22:44;952;1;4.0;A VISTA;1572.0
1841;2019-08-16 17:11:57;721;10;2.0;PARCELADO;2082.12
1233;2019-08-18 03:34:10;163;0;2.0;A VISTA;327.44
1234;2019-08-18 03:34:10;632;1;1.0;PARCELADO;1714.7400000000002
1026;2019-08-18 14:08:22;808;7;3.0;A VISTA;1607.7800000000002
1027;2019-08-18 14:08:22;1342;1;3.0;A VISTA;1345.62
116;2019-08-19 14:42:43;665;8;2.0;PARCELADO;522.92
1364;2019-08-20 11:20:52;179;2;1.0;A VISTA;5.32
410;2019-08-21 14:40:46;669;7;1.0;PARCELADO;1197.95
1871;2019-08-24 15:32:55;6;13;2.0;A VISTA;1220.69
2230;2019-08-26 12:30:45;1189;2;2.0;A VISTA;303.27
241;2019-08-26 16:14:37;948;14;3.0;A VISTA;31.44
2491;2019-08-28 14:08:52;1048;4;1.0;A VISTA;96.95
1539;2019-08-29 14:47:41;56;4;4.0;A VISTA;885.36
1378;2019-08-30 16:12:55;1098;6;4.0;A VISTA;1509.8899999999999
2129;2019-08-31 16:45:03;29;8;3.0;PARCELADO;411.40000000000003
1559;2019-09-01 06:18:34;941;0;4.0;A VISTA;736.96
265;2019-09-01 14:04:35;1189;2;1.0;A VISTA;525.6600000000001
534;2019-09-02 10:24:21;870;6;4.0;A VISTA;931.24
1955;2019-09-02 13:11:47;604;6;1.0;A VISTA;941.71
772;2019-09-03 15:34:46;677;3;2.0;A VISTA;374.22999999999996
1175;2019-09-05 13:17:31;1290;12;2.0;A VISTA;27.66
1372;2019-09-05 13:29:04;74;5;2.0;A VISTA;547.69
1286;2019-09-08 11:36:46;406;10;4.0;A VISTA;449.5
450;2019-09-08 17:44:40;82;3;1.0;PARCELADO;36.24
219;2019-09-09 13:31:02;118;14;2.0;A VISTA;2751.52
2266;2019-09-09 16:04:30;404;11;1.0;A VISTA;72.21000000000001
2097;2019-09-10 10:40:53;448;7;1.0;PARCELADO;690.38
2336;2019-09-12 10:51:33;747;14;1.0;PARCELADO;239.69
1140;2019-09-13 16:13:29;872;14;1.0;A VISTA;502.5
648;2019-09-14 12:50:48;62;5;2.0;PARCELADO;2003.07
603;2019-09-14 17:01:44;717;6;4.0;PARCELADO;1.83
1477;2019-09-16 14:38:52;244;16;2.0;A VISTA;1928.27
1390;2019-09-17 13:40:06;876;8;3.0;A VISTA;1151.1
2487;2019-09-19 10:23:20;1268;15;4.0;A VISTA;60.769999999999996
1656;2019-09-22 16:52:54;765;16;1.0;PARCELADO;638.0899999999999
503;2019-09-24 09:19:45;680;15;3.0;A VISTA;315.59
1004;2019-09-24 13:08:37;1172;4;3.0;A VISTA;1496.51
2255;2019-09-26 13:07:11;599;7;1.0;A VISTA;905.12
2478;2019-09-27 17:00:30;965;7;2.0;A VISTA;1211.37
2216;2019-09-28 15:58:49;1218;15;4.0;A VISTA;1003.5500000000001
1745;2019-09-29 17:42:37;59;8;1.0;A VISTA;777.08
1746;2019-09-29 17:42:37;596;1;4.0;PARCELADO;1031.43
375;2019-10-02 16:14:22;552;11;3.0;A VISTA;1463.52
2201;2019-10-04 15:14:24;1009;9;1.0;A VISTA;287.65
1840;2019-10-05 12:50:23;1236;7;3.0;PARCELADO;1339.76
2103;2019-10-06 13:40:03;1396;15;3.0;A VISTA;548.29
2401;2019-10-06 15:34:41;375;15;1.0;A VISTA;1065.25
2402;2019-10-06 15:34:41;706;1;1.0;A VISTA;1665.0000000000002
1962;2019-10-07 11:47:30;85;14;2.0;PARCELADO;452.28000000000003
1994;2019-10-07 12:17:46;197;15;4.0;A VISTA;1116.89
2454;2019-10-07 15:34:24;647;9;4.0;PARCELADO;22.32
2444;2019-10-08 17:19:18;81;3;4.0;A VISTA;7.1
2445;2019-10-08 17:19:18;413;1;1.0;A VISTA;362.67
1448;2019-10-09 14:06:45;431;2;3.0;A VISTA;764.47
1221;2019-10-10 14:51:33;156;9;1.0;A VISTA;1367.03
2328;2019-10-10 15:57:45;706;4;3.0;A VISTA;1358.66
604;2019-10-14 14:58:26;786;6;2.0;A VISTA;1699.81
1594;2019-10-20 17:38:12;589;11;3.0;PARCELADO;1025.75
1763;2019-10-21 20:06:48;995;0;4.0;A VISTA;879.82
1843;2019-10-23 15:15:13;305;3;2.0;PARCELADO;1341.12
306;2019-10-23 20:57:35;287;0;1.0;A VISTA;43.42
2199;2019-10-24 12:01:02;479;13;1.0;A VISTA;1133.84
13;2019-10-26 15:07:29;1090;4;1.0;PARCELADO;1321.96
885;2019-10-27 15:49:12;147;14;3.0;A VISTA;1265.62
2;2019-10-28 13:24:54;547;14;1.0;A VISTA;569.82
167;2019-10-29 10:29:56;1126;10;3.0;A VISTA;1146.4900000000002
318;2019-10-29 11:44:11;1123;4;3.0;A VISTA;639.49
1801;2019-10-30 15:06:07;177;12;3.0;A VISTA;132.17000000000002
1139;2019-10-31 13:49:50;1104;5;4.0;A VISTA;1516.62
2081;2019-10-31 17:09:18;446;16;2.0;PARCELADO;1654.95
951;2019-11-01 14:11:36;1375;14;3.0;A VISTA;1143.6200000000001
952;2019-11-01 14:11:36;734;1;4.0;A VISTA;1628.14
953;2019-11-01 14:11:36;1020;1;1.0;A VISTA;1452.81
2324;2019-11-02 09:55:15;615;7;4.0;PARCELADO;288.09000000000003
127;2019-11-02 12:54:31;401;15;4.0;A VISTA;314.58
1521;2019-11-03 14:49:14;404;9;4.0;A VISTA;161.25
1812;2019-11-03 17:11:24;388;16;3.0;A VISTA;1362.7
283;2019-11-04 08:57:35;85;0;3.0;A VISTA;1268.92
2084;2019-11-04 14:18:20;955;12;4.0;PARCELADO;2561.48
878;2019-11-05 10:14:19;676;5;4.0;A VISTA;15.2
973;2019-11-10 10:53:01;630;16;1.0;A VISTA;1025.35
447;2019-11-10 13:14:57;392;15;4.0;A VISTA;129.49
348;2019-11-10 14:48:48;608;2;1.0;PARCELADO;57.12
1063;2019-11-10 16:56:49;922;13;4.0;A VISTA;194.75
267;2019-11-11 12:38:16;468;13;2.0;A VISTA;1368.68
2026;2019-11-13 12:54:40;794;9;1.0;A VISTA;142.6
153;2019-11-14 09:34:46;90;8;2.0;A VISTA;755.4
1266;2019-11-15 10:01:14;862;4;1.0;A VISTA;1041.54
844;2019-11-15 10:09:39;834;7;2.0;A VISTA;58.67
504;2019-11-17 11:07:12;223;6;3.0;A VISTA;1657.8899999999999
1900;2019-11-18 18:14:59;240;0;3.0;PARCELADO;840.21
1658;2019-11-20 13:18:21;1267;16;4.0;A VISTA;192.75
50;2019-11-21 11:05:55;258;9;1.0;A VISTA;296.78000000000003
1382;2019-11-25 13:37:17;325;4;2.0;A VISTA;43.12
1188;2019-11-25 15:19:26;737;7;1.0;A VISTA;287.27
1475;2019-11-26 10:48:15;250;8;2.0;A VISTA;285.48999999999995
1476;2019-11-26 10:48:15;678;1;2.0;A VISTA;418.40999999999997
1438;2019-11-26 15:54:33;690;16;2.0;A VISTA;372.9
1606;2019-11-27 10:08:51;1242;7;1.0;A VISTA;683.15
1207;2019-11-27 15:01:51;465;13;1.0;A VISTA;463.1
625;2019-11-29 09:14:12;1365;10;2.0;A VISTA;497.45
2340;2019-11-29 09:50:42;38;3;1.0;A VISTA;51.41
312;2019-11-29 15:00:48;707;12;4.0;PARCELADO;35.86
1171;2019-11-29 16:51:47;785;13;3.0;A VISTA;1524.12
1890;2019-11-30 09:02:01;730;0;3.0;A VISTA;197.77
1203;2019-11-30 16:02:04;1173;10;2.0;PARCELADO;87.47999999999999
164;2019-12-01 19:24:10;1327;0;2.0;PARCELADO;289.13
552;2019-12-03 09:21:04;718;5;2.0;A VISTA;1243.53
201;2019-12-03 12:27:48;504;4;2.0;PARCELADO;1006.77
471;2019-12-03 13:38:12;446;10;3.0;A VISTA;2018.1599999999999
2130;2019-12-03 16:15:17;765;4;2.0;PARCELADO;433.1
1375;2019-12-04 11:52:10;110;6;2.0;A VISTA;1519.9499999999998
328;2019-12-06 12:16:02;285;7;2.0;A VISTA;378.2
1600;2019-12-06 17:45:41;524;15;2.0;PARCELADO;1115.6699999999998
1393;2019-12-07 16:35:28;911;11;1.0;PARCELADO;71.75999999999999
702;2019-12-07 17:06:29;1039;3;1.0;A VISTA;1781.82
2407;2019-12-08 13:40:43;119;14;4.0;A VISTA;1519.78
1036;2019-12-09 11:14:55;1100;16;2.0;PARCELADO;1372.81
159;2019-12-09 13:44:48;916;5;3.0;A VISTA;48.48
850;2019-12-11 13:20:52;507;4;4.0;PARCELADO;1430.6699999999998
2068;2019-12-12 16:58:13;655;11;4.0;A VISTA;18.85
1827;2019-12-14 15:45:04;270;4;2.0;A VISTA;6.9
2540;2019-12-16 09:42:57;1041;2;2.0;A VISTA;722.32
314;2019-12-20 09:45:11;931;10;1.0;PARCELADO;733.23
1195;2019-12-22 15:31:12;239;5;3.0;PARCELADO;2363.66
53;2019-12-24 12:26:00;131;11;4.0;PARCELADO;990.29
158;2019-12-25 05:14:21;1002;0;2.0;A VISTA;2451.3199999999997
2200;2019-12-27 09:21:44;1396;11;3.0;A VISTA;661.12
481;2019-12-29 10:54:49;376;4;2.0;A VISTA;2470.04
2282;2019-12-29 13:55:54;1365;11;2.0;A VISTA;770.01
463;2019-12-31 11:35:11;456;7;2.0;A VISTA;148.07
771;2019-12-31 16:52:01;358;7;1.0;A VISTA;1398.45
2106;2020-01-01 10:55:21;69;5;1.0;A VISTA;102.88999999999999
2483;2020-01-02 12:19:07;850;16;1.0;A VISTA;162.04000000000002
1076;2020-01-03 15:17:37;1162;11;2.0;PARCELADO;70.78999999999999
2140;2020-01-06 10:39:34;708;16;4.0;A VISTA;47.92
174;2020-01-09 15:15:32;984;13;2.0;A VISTA;782.02
412;2020-01-09 17:46:49;1344;0;4.0;A VISTA;1773.8
824;2020-01-10 14:00:51;483;7;3.0;PARCELADO;2507.7799999999997
2213;2020-01-11 11:14:26;688;7;2.0;A VISTA;49.59
1426;2020-01-13 19:08:51;52;0;3.0;A VISTA;332.46
288;2020-01-15 09:19:28;321;14;4.0;A VISTA;2721.02
194;2020-01-16 10:11:25;972;2;1.0;A VISTA;172.4
1312;2020-01-17 14:46:04;547;6;1.0;PARCELADO;650.53
2440;2020-01-18 10:46:29;541;7;4.0;A VISTA;1469.21
2069;2020-01-20 16:38:30;581;14;1.0;A VISTA;939.47
1507;2020-01-21 16:46:38;136;5;4.0;PARCELADO;16.73
1590;2020-01-22 12:50:41;824;2;2.0;A VISTA;1233.78
2034;2020-01-22 13:04:28;30;9;1.0;PARCELADO;1115.47
1006;2020-01-25 14:09:46;785;14;3.0;A VISTA;409.47
1324;2020-01-26 16:04:20;1103;10;1.0;PARCELADO;733.47
1132;2020-01-26 16:29:02;850;16;4.0;A VISTA;6.1899999999999995
277;2020-01-26 16:56:20;628;14;1.0;A VISTA;1339.23
883;2020-01-28 11:48:18;1342;15;2.0;A VISTA;730.8000000000001
2469;2020-01-29 09:20:23;170;13;4.0;A VISTA;1334.95
559;2020-01-29 12:25:30;646;12;1.0;A VISTA;192.25
2369;2020-01-29 12:55:47;750;8;1.0;A VISTA;777.6800000000001
766;2020-01-29 15:39:28;1155;9;3.0;A VISTA;1460.31
2475;2020-01-31 12:22:57;416;15;3.0;A VISTA;188.15
1838;2020-02-03 10:26:01;646;7;1.0;A VISTA;2050.05
1576;2020-02-03 17:37:26;619;4;4.0;A VISTA;83.55
1272;2020-02-04 05:19:03;1161;0;3.0;PARCELADO;1260.99
2346;2020-02-04 14:10:23;740;2;1.0;A VISTA;30.47
708;2020-02-05 13:05:41;1104;9;2.0;A VISTA;427.13
1325;2020-02-05 13:25:35;287;10;3.0;PARCELADO;157.88
464;2020-02-05 14:55:26;1071;0;4.0;A VISTA;159.96
1402;2020-02-06 14:36:51;1154;15;4.0;A VISTA;502.9599999999999
1889;2020-02-06 17:05:34;927;3;1.0;A VISTA;2185.48
154;2020-02-07 17:13:22;626;7;4.0;PARCELADO;11.78
1163;2020-02-09 11:48:48;1108;6;2.0;A VISTA;1467.15
691;2020-02-09 15:29:18;911;6;4.0;PARCELADO;283.0
609;2020-02-10 11:48:20;159;8;3.0;A VISTA;1886.76
290;2020-02-10 11:56:39;1181;11;1.0;A VISTA;1614.6999999999998
2175;2020-02-10 15:07:58;1199;10;1.0;A VISTA;1903.88
2389;2020-02-11 11:39:52;1080;3;2.0;A VISTA;656.07
858;2020-02-14 14:31:41;251;14;1.0;A VISTA;244.68
76;2020-02-15 09:27:55;188;12;4.0;A VISTA;48.629999999999995
2132;2020-02-18 10:54:45;1200;3;2.0;A VISTA;3866.69
1299;2020-02-21 09:25:41;1164;3;4.0;PARCELADO;787.74
786;2020-02-21 10:01:08;860;2;4.0;A VISTA;1476.02
655;2020-02-22 09:39:37;929;10;1.0;A VISTA;138.39
2494;2020-02-22 15:02:40;1268;14;3.0;A VISTA;2141.67
657;2020-02-23 11:22:09;664;8;4.0;A VISTA;515.8199999999999
789;2020-02-23 14:56:56;495;8;1.0;A VISTA;362.07
1731;2020-02-26 11:26:09;1013;14;4.0;A VISTA;2265.5099999999998
2127;2020-02-26 16:27:38;312;3;1.0;PARCELADO;472.91999999999996
2260;2020-02-27 13:19:04;601;10;4.0;A VISTA;828.2600000000001
1361;2020-03-01 12:11:37;245;12;1.0;PARCELADO;1418.98
2221;2020-03-02 10:40:20;370;10;1.0;A VISTA;373.21000000000004
