CODIGO_VENDA;DATA_VENDA;CODIGO_CLIENTE;CODIGO_VENDEDOR;CODIGO_LOJA;FORMA_PAGAMENTO;TIPO_PAGAMENTO;VALOR_FINAL
12203;2020-09-30 13:32:24;1033;4;2;1.0;A VISTA;416.67
9179;2020-09-30 15:09:46;648;35;4;4.0;A VISTA;29.8
6605;2020-09-30 22:07:54;568;18;1;3.0;A VISTA;2124.78
4172;2020-10-01 07:12:15;886;20;1;4.0;A VISTA;1911.33
6265;2020-10-01 11:34:17;510;17;4;3.0;A VISTA;2750.7
8431;2020-10-01 13:51:08;502;31;4;3.0;A VISTA;1940.6399999999999
2687;2020-10-01 15:17:06;675;19;3;4.0;A VISTA;872.68
6232;2020-10-01 16:11:06;814;18;1;1.0;A VISTA;534.73
515;2020-10-02 07:03:29;962;30;1;1.0;A VISTA;8.5
1352;2020-10-02 09:18:40;147;25;1;4.0;A VISTA;217.13
14158;2020-10-02 09:46:21;1182;27;4;4.0;A VISTA;92.34
10976;2020-10-02 13:45:48;674;38;4;3.0;A VISTA;1035.0700000000002
4305;2020-10-02 14:46:50;276;16;3;4.0;A VISTA;1225.8300000000002
2387;2020-10-02 15:28:19;408;9;2;2.0;A VISTA;2134.21
11038;2020-10-03 09:03:11;111;12;2;4.0;A VISTA;94.96
3146;2020-10-03 09:34:17;1053;1;3;2.0;A VISTA;1349.42
8042;2020-10-03 10:21:27;100;2;4;1.0;A VISTA;9.09
12757;2020-10-03 11:33:04;333;8;4;4.0;A VISTA;250.51000000000002
1429;2020-10-03 11:54:08;764;18;3;3.0;A VISTA;396.51
10175;2020-10-03 13:12:33;628;11;3;1.0;A VISTA;814.3800000000001
5134;2020-10-03 14:15:08;9;13;1;3.0;A VISTA;91.03999999999999
11103;2020-10-03 15:14:47;1129;1;3;3.0;A VISTA;1251.66
3182;2020-10-03 16:49:38;1119;28;1;3.0;A VISTA;533.56
5673;2020-10-04 09:25:49;817;25;2;3.0;A VISTA;955.71
13684;2020-10-04 09:30:14;1319;36;3;1.0;A VISTA;814.26
480;2020-10-04 09:33:15;607;19;4;4.0;A VISTA;1465.69
438;2020-10-04 10:11:51;642;13;3;4.0;A VISTA;1479.32
2829;2020-10-04 11:25:34;598;36;2;4.0;A VISTA;308.33
12801;2020-10-04 12:20:20;278;5;3;1.0;A VISTA;482.28
1011;2020-10-04 13:26:10;222;13;3;3.0;A VISTA;30.84
13358;2020-10-04 13:56:14;596;25;4;2.0;A VISTA;620.0899999999999
12420;2020-10-04 14:27:12;632;22;2;1.0;A VISTA;2924.55
1395;2020-10-04 20:11:54;131;26;1;4.0;A VISTA;1431.52
12439;2020-10-05 00:05:44;432;33;1;3.0;A VISTA;1747.35
10854;2020-10-05 00:37:42;1277;8;1;4.0;A VISTA;138.42
11008;2020-10-05 05:40:51;426;8;1;4.0;A VISTA;7.6
9231;2020-10-05 09:34:21;1264;39;1;2.0;A VISTA;1037.36
9282;2020-10-05 09:42:58;109;27;1;4.0;A VISTA;20.0
9597;2020-10-05 14:42:39;412;22;4;1.0;A VISTA;802.72
12097;2020-10-06 10:02:22;189;34;3;4.0;A VISTA;2834.3
2305;2020-10-06 12:44:10;448;27;3;3.0;A VISTA;1699.9499999999998
4018;2020-10-06 13:14:12;957;3;2;2.0;A VISTA;598.5
4220;2020-10-06 16:05:48;29;11;4;2.0;A VISTA;1204.5
966;2020-10-06 16:22:04;82;12;4;2.0;A VISTA;1675.11
10749;2020-10-06 20:05:46;934;36;1;2.0;A VISTA;179.44
9094;2020-10-07 12:58:22;384;9;1;3.0;A VISTA;1127.99
1187;2020-10-07 14:16:35;774;1;3;4.0;A VISTA;604.63
1807;2020-10-07 16:44:43;232;33;3;3.0;A VISTA;1201.54
10770;2020-10-08 02:46:35;179;28;1;2.0;A VISTA;2263.78
2690;2020-10-08 09:18:08;885;2;1;4.0;A VISTA;70.33
9921;2020-10-08 09:47:50;700;15;4;2.0;A VISTA;762.2
285;2020-10-08 10:30:40;897;7;3;1.0;A VISTA;822.62
8239;2020-10-08 15:19:20;767;18;4;3.0;A VISTA;920.74
13064;2020-10-08 17:04:16;288;21;3;3.0;A VISTA;982.76
8257;2020-10-08 22:38:48;1064;6;1;4.0;A VISTA;89.84
10302;2020-10-09 07:24:14;412;5;1;4.0;A VISTA;1007.9
4207;2020-10-09 10:29:00;1395;15;1;2.0;A VISTA;62.8
12679;2020-10-09 10:49:57;607;23;1;3.0;A VISTA;1146.09
3021;2020-10-09 11:07:35;56;2;3;2.0;A VISTA;49.97
12901;2020-10-09 11:54:29;759;6;3;2.0;A VISTA;755.9300000000001
1021;2020-10-09 12:40:00;289;7;2;4.0;A VISTA;1845.5
6761;2020-10-09 22:35:57;516;24;1;2.0;A VISTA;231.6
2430;2020-10-10 05:44:49;973;31;1;2.0;A VISTA;7.33
11101;2020-10-10 09:21:08;966;12;2;1.0;A VISTA;141.2
259;2020-10-10 14:30:08;730;17;3;2.0;A VISTA;2103.52
4771;2020-10-10 14:49:01;484;11;3;2.0;A VISTA;1.17
4298;2020-10-10 16:16:40;825;1;1;4.0;A VISTA;111.13
4256;2020-10-11 14:39:14;364;37;4;3.0;A VISTA;1296.24
6770;2020-10-11 21:17:03;211;16;1;2.0;A VISTA;114.12
10309;2020-10-12 09:06:15;19;33;2;3.0;A VISTA;728.9100000000001
2411;2020-10-12 10:27:31;483;17;3;3.0;A VISTA;928.37
7005;2020-10-12 13:20:55;73;16;4;3.0;A VISTA;708.15
6584;2020-10-12 13:34:00;305;37;4;1.0;A VISTA;1521.19
9531;2020-10-12 17:13:07;52;9;3;3.0;A VISTA;1928.33
10503;2020-10-13 07:27:37;1367;31;1;1.0;A VISTA;1672.65
5965;2020-10-13 09:28:15;839;34;2;4.0;A VISTA;809.1999999999999
7167;2020-10-13 12:53:19;1033;12;3;2.0;A VISTA;808.71
9507;2020-10-13 15:40:12;64;13;3;1.0;A VISTA;14.8
5355;2020-10-13 17:45:24;296;30;4;2.0;A VISTA;2352.99
2604;2020-10-14 10:05:03;1355;32;3;3.0;A VISTA;1912.01
4178;2020-10-14 10:09:51;341;16;4;3.0;A VISTA;180.57
3122;2020-10-14 10:42:48;727;29;2;4.0;A VISTA;916.97
6840;2020-10-14 11:51:43;1047;23;2;3.0;A VISTA;2.94
10343;2020-10-14 14:20:10;71;30;3;2.0;A VISTA;1196.95
15175;2020-10-14 15:43:42;587;4;4;3.0;A VISTA;954.9
12550;2020-10-15 02:22:46;319;13;1;4.0;A VISTA;1267.19
5485;2020-10-15 10:28:12;601;14;3;1.0;A VISTA;1145.41
6599;2020-10-15 10:35:55;1115;32;3;3.0;A VISTA;29.01
11774;2020-10-15 10:37:26;992;26;2;2.0;A VISTA;1053.38
2045;2020-10-15 10:55:26;631;19;4;1.0;A VISTA;2824.62
7821;2020-10-15 12:15:41;1137;33;1;4.0;A VISTA;587.84
11333;2020-10-15 14:18:04;54;34;2;4.0;A VISTA;324.46000000000004
5412;2020-10-15 16:48:01;620;10;4;2.0;A VISTA;945.87
13512;2020-10-16 09:27:59;869;19;1;3.0;A VISTA;2395.48
2832;2020-10-16 09:42:49;901;17;3;2.0;A VISTA;1004.62
14964;2020-10-16 11:24:50;1285;9;3;3.0;A VISTA;1196.2900000000002
3814;2020-10-16 12:39:31;639;34;4;2.0;A VISTA;2003.46
4479;2020-10-16 14:57:23;649;13;2;1.0;A VISTA;248.16
4015;2020-10-16 15:35:11;522;6;3;4.0;A VISTA;910.3199999999999
5299;2020-10-16 17:18:39;436;12;4;1.0;A VISTA;775.8
12331;2020-10-17 03:18:51;1355;28;1;2.0;A VISTA;2361.78
3745;2020-10-17 09:14:40;295;29;4;1.0;A VISTA;906.9
11431;2020-10-17 09:55:50;1239;38;4;3.0;A VISTA;2263.1400000000003
5363;2020-10-17 10:12:12;682;19;4;4.0;A VISTA;1138.91
1018;2020-10-17 12:15:54;1192;24;1;3.0;A VISTA;898.7
3351;2020-10-17 12:28:08;30;25;3;2.0;A VISTA;1479.6599999999999
13231;2020-10-17 15:09:38;612;17;3;4.0;A VISTA;727.1
3409;2020-10-17 17:08:48;739;30;2;1.0;A VISTA;239.43
439;2020-10-17 17:16:20;961;37;4;3.0;A VISTA;683.41
975;2020-10-18 09:05:39;335;21;1;4.0;A VISTA;185.46
7024;2020-10-18 09:53:43;1141;4;4;4.0;A VISTA;528.01
3160;2020-10-18 13:46:08;521;39;4;1.0;A VISTA;95.46000000000001
11651;2020-10-18 15:13:08;1319;6;1;3.0;A VISTA;1712.2700000000002
12596;2020-10-18 15:55:51;1297;38;3;1.0;A VISTA;45.03
15192;2020-10-18 21:35:19;395;9;1;2.0;A VISTA;563.87
4963;2020-10-19 11:21:07;1218;14;2;3.0;A VISTA;461.41
11044;2020-10-19 13:21:50;1242;39;2;2.0;A VISTA;554.01
5470;2020-10-19 16:43:32;402;38;2;2.0;A VISTA;138.35999999999999
1431;2020-10-19 17:07:08;714;21;3;3.0;A VISTA;913.43
2137;2020-10-19 19:49:19;1251;19;1;2.0;A VISTA;75.38
11731;2020-10-19 23:00:36;320;35;1;4.0;A VISTA;1571.28
2080;2020-10-20 04:32:55;148;37;1;1.0;A VISTA;852.03
733;2020-10-20 09:22:08;721;32;2;4.0;A VISTA;177.52
13495;2020-10-20 12:24:17;793;36;4;3.0;A VISTA;670.92
8679;2020-10-20 15:38:55;488;23;4;3.0;A VISTA;702.51
11354;2020-10-20 16:12:16;27;24;3;2.0;A VISTA;1786.47
1858;2020-10-20 16:41:33;94;21;4;2.0;A VISTA;749.92
5167;2020-10-21 09:40:17;346;21;4;2.0;A VISTA;1088.59
3986;2020-10-21 10:56:50;997;38;3;2.0;A VISTA;106.98
4394;2020-10-21 11:28:42;72;7;3;3.0;A VISTA;1555.84
13275;2020-10-21 11:34:50;378;10;4;4.0;A VISTA;370.6
6609;2020-10-21 12:36:04;231;27;3;3.0;A VISTA;1648.74
1694;2020-10-21 13:12:07;61;33;1;3.0;A VISTA;1004.1800000000001
11739;2020-10-21 14:20:06;433;36;1;3.0;A VISTA;1789.1399999999999
14759;2020-10-21 15:36:23;943;29;4;1.0;A VISTA;872.9300000000001
7926;2020-10-21 16:23:22;1378;3;3;1.0;A VISTA;694.36
14698;2020-10-21 22:47:53;601;23;1;4.0;A VISTA;5.89
13931;2020-10-22 09:38:50;1042;25;2;2.0;A VISTA;1230.29
2012;2020-10-22 11:13:34;1052;38;3;3.0;A VISTA;334.72
11093;2020-10-22 11:28:21;238;2;2;2.0;A VISTA;43.37
8437;2020-10-22 13:12:11;572;21;4;4.0;A VISTA;2471.96
220;2020-10-22 20:49:28;525;11;1;4.0;A VISTA;1795.1100000000001
12022;2020-10-23 10:01:54;255;4;3;4.0;A VISTA;1157.69
14380;2020-10-23 12:52:45;616;8;2;3.0;A VISTA;298.97
2697;2020-10-23 13:26:08;977;31;3;3.0;A VISTA;20.19
9500;2020-10-23 15:23:14;484;35;3;2.0;A VISTA;645.48
9601;2020-10-23 15:37:45;1035;16;4;4.0;A VISTA;1267.8300000000002
14046;2020-10-24 09:27:13;1046;20;2;2.0;A VISTA;7.6
5772;2020-10-24 10:00:54;226;38;4;1.0;A VISTA;1554.4
5725;2020-10-24 14:58:15;183;4;3;4.0;A VISTA;341.36
13241;2020-10-24 16:58:03;844;30;2;3.0;A VISTA;1330.3600000000001
15022;2020-10-24 20:24:54;1198;11;1;4.0;A VISTA;1185.5
7611;2020-10-24 21:40:41;1222;20;1;2.0;A VISTA;1318.68
5175;2020-10-25 01:03:32;1027;23;1;1.0;A VISTA;831.38
13049;2020-10-25 09:17:08;327;15;4;4.0;A VISTA;173.11
13639;2020-10-25 11:11:25;245;37;4;1.0;A VISTA;2980.7200000000003
330;2020-10-25 12:26:14;998;8;4;1.0;A VISTA;1306.68
126;2020-10-25 14:09:00;152;15;3;1.0;A VISTA;611.95
12874;2020-10-25 14:37:03;332;26;4;1.0;A VISTA;1796.1
6935;2020-10-25 15:54:07;553;32;3;1.0;A VISTA;1265.71
12795;2020-10-25 17:35:06;571;30;3;4.0;A VISTA;605.09
1221;2020-10-25 20:59:33;721;6;1;2.0;A VISTA;1402.37
14992;2020-10-26 03:51:24;763;14;1;2.0;A VISTA;1121.3700000000001
11194;2020-10-26 07:45:52;615;1;1;2.0;A VISTA;3414.18
13265;2020-10-26 09:34:41;1163;24;4;1.0;A VISTA;3440.79
11770;2020-10-26 09:36:37;407;39;3;4.0;A VISTA;715.16
5265;2020-10-26 15:11:53;758;27;4;3.0;A VISTA;1321.98
13544;2020-10-26 15:34:43;915;26;4;4.0;A VISTA;139.36
12561;2020-10-26 16:47:52;1066;26;3;2.0;A VISTA;1056.17
6739;2020-10-26 17:09:34;768;16;4;4.0;A VISTA;158.82
14344;2020-10-26 17:14:36;853;14;2;3.0;A VISTA;945.04
7716;2020-10-27 05:09:08;311;23;1;4.0;A VISTA;290.79
13402;2020-10-27 09:40:29;1357;15;2;1.0;A VISTA;1284.3500000000001
9416;2020-10-27 10:48:02;974;33;3;4.0;A VISTA;1071.53
2345;2020-10-27 16:49:58;952;20;2;3.0;A VISTA;700.38
5261;2020-10-27 17:49:51;300;1;3;4.0;A VISTA;1925.9
3211;2020-10-28 09:58:35;426;11;4;4.0;A VISTA;927.21
7765;2020-10-28 10:10:41;775;19;2;2.0;A VISTA;388.47
14089;2020-10-28 10:47:56;48;39;3;3.0;A VISTA;11.6
7061;2020-10-28 12:29:27;931;5;3;3.0;A VISTA;644.54
3605;2020-10-28 16:08:52;793;26;3;1.0;A VISTA;1858.85
10523;2020-10-29 12:16:33;494;24;2;3.0;A VISTA;924.58
10794;2020-10-29 14:42:02;1270;9;4;4.0;A VISTA;897.78
5484;2020-10-30 00:22:06;101;26;1;1.0;A VISTA;372.08
1750;2020-10-30 09:54:08;702;9;4;3.0;A VISTA;1908.38
9276;2020-10-30 10:49:54;917;30;2;3.0;A VISTA;550.15
7316;2020-10-30 12:58:16;417;31;1;2.0;A VISTA;153.0
1836;2020-10-30 17:18:37;501;29;3;3.0;A VISTA;25.56
5194;2020-10-31 09:01:23;234;21;2;1.0;A VISTA;389.05999999999995
5031;2020-10-31 22:24:54;661;38;1;3.0;A VISTA;326.49
3444;2020-11-01 05:58:35;487;22;1;3.0;A VISTA;1992.24
703;2020-11-01 17:06:44;274;38;4;4.0;A VISTA;1234.33
6094;2020-11-02 05:51:42;779;7;1;2.0;A VISTA;1029.13
6658;2020-11-02 09:50:13;1012;34;2;1.0;A VISTA;85.46000000000001
10221;2020-11-02 10:52:02;35;19;3;4.0;A VISTA;1523.7700000000002
5241;2020-11-02 13:58:16;1159;31;2;3.0;A VISTA;425.53000000000003
14543;2020-11-02 14:30:41;34;14;3;3.0;A VISTA;346.39
6502;2020-11-03 03:27:53;757;28;1;2.0;A VISTA;1178.29
9902;2020-11-03 05:01:46;1247;20;1;2.0;A VISTA;1655.56
12765;2020-11-03 09:04:43;356;5;2;3.0;A VISTA;102.53999999999999
7709;2020-11-03 09:16:01;1177;30;3;1.0;A VISTA;830.91
9607;2020-11-03 11:17:02;896;27;1;3.0;A VISTA;3101.8199999999997
14198;2020-11-03 12:19:23;455;8;2;2.0;A VISTA;2046.6
4590;2020-11-03 12:41:38;1092;13;3;3.0;A VISTA;18.1
6084;2020-11-03 14:10:18;1035;2;4;2.0;A VISTA;1658.1200000000001
6592;2020-11-04 00:05:17;525;30;1;2.0;A VISTA;1203.28
7028;2020-11-04 12:11:09;1396;13;4;2.0;A VISTA;403.47
10784;2020-11-04 13:48:38;1080;22;4;3.0;A VISTA;2265.92
4284;2020-11-04 14:51:32;369;27;4;4.0;A VISTA;738.86
1940;2020-11-04 14:52:21;1130;9;4;3.0;A VISTA;227.44
14338;2020-11-04 16:28:24;996;34;3;2.0;A VISTA;116.83
10034;2020-11-04 17:48:33;1;34;4;2.0;A VISTA;358.93
5984;2020-11-04 21:45:39;1330;23;1;3.0;A VISTA;4.16
12837;2020-11-05 04:17:01;268;19;1;4.0;A VISTA;1217.3899999999999
5977;2020-11-05 06:58:43;44;5;1;4.0;A VISTA;213.45
9277;2020-11-05 09:19:19;1079;9;2;3.0;A VISTA;2253.35
13435;2020-11-05 11:01:50;517;12;3;4.0;A VISTA;3107.13
10930;2020-11-05 11:03:16;995;26;4;1.0;A VISTA;33.36
6904;2020-11-05 12:22:09;809;17;4;1.0;A VISTA;1625.99
11965;2020-11-05 16:27:12;966;15;3;3.0;A VISTA;2741.7200000000003
10483;2020-11-05 23:01:24;1308;21;1;3.0;A VISTA;1760.09
9857;2020-11-06 04:17:22;1092;16;1;1.0;A VISTA;2275.77
2325;2020-11-06 09:03:23;778;12;4;3.0;A VISTA;762.25
3712;2020-11-06 11:25:41;1297;2;3;3.0;A VISTA;791.1700000000001
6825;2020-11-06 12:51:18;583;4;4;3.0;A VISTA;435.83
10146;2020-11-06 12:58:12;371;32;2;4.0;A VISTA;610.3299999999999
4534;2020-11-06 13:06:36;633;25;4;4.0;A VISTA;2005.28
1116;2020-11-06 13:37:15;1083;39;3;4.0;A VISTA;151.85
6361;2020-11-06 15:28:32;687;34;4;1.0;A VISTA;1361.6100000000001
12634;2020-11-06 16:28:02;43;34;4;1.0;A VISTA;423.17
11319;2020-11-06 16:58:25;465;28;2;1.0;A VISTA;2939.29
7548;2020-11-06 17:09:33;586;1;2;3.0;A VISTA;105.05
13287;2020-11-07 09:08:32;861;6;2;3.0;A VISTA;703.56
6196;2020-11-07 13:13:16;179;18;4;4.0;A VISTA;36.61
11305;2020-11-08 11:22:38;84;10;2;1.0;A VISTA;916.48
8940;2020-11-08 11:53:34;712;10;3;4.0;A VISTA;2533.5
765;2020-11-08 17:32:03;73;31;4;3.0;A VISTA;1226.38
4300;2020-11-08 17:58:23;608;10;4;4.0;A VISTA;453.36
1143;2020-11-09 00:17:18;727;4;1;2.0;A VISTA;131.34
878;2020-11-09 10:02:56;691;28;3;2.0;A VISTA;75.42
3965;2020-11-09 12:27:26;1349;10;3;2.0;A VISTA;2098.68
14873;2020-11-10 10:45:25;1316;20;4;2.0;A VISTA;2255.23
3796;2020-11-10 11:49:46;193;3;2;1.0;A VISTA;3032.5199999999995
268;2020-11-10 12:35:12;1157;8;4;1.0;A VISTA;629.34
10771;2020-11-10 13:00:49;606;17;3;3.0;A VISTA;736.62
3899;2020-11-10 15:27:05;326;14;2;1.0;A VISTA;74.88
13937;2020-11-11 04:01:41;574;38;1;3.0;A VISTA;1046.6499999999999
10092;2020-11-11 04:48:09;961;7;1;2.0;A VISTA;1089.8600000000001
13839;2020-11-11 06:06:35;907;24;1;1.0;A VISTA;36.12
13044;2020-11-11 09:01:54;291;20;3;3.0;A VISTA;413.6
2149;2020-11-11 12:39:28;318;22;3;2.0;A VISTA;2108.05
6905;2020-11-11 14:11:30;1204;32;4;1.0;A VISTA;769.41
3457;2020-11-12 09:28:18;803;37;4;2.0;A VISTA;567.24
7403;2020-11-12 09:50:04;1132;16;3;3.0;A VISTA;1482.08
7489;2020-11-12 11:33:38;1357;27;4;3.0;A VISTA;970.21
3222;2020-11-12 11:57:02;916;20;4;3.0;A VISTA;429.43999999999994
12013;2020-11-13 11:40:49;510;12;1;1.0;A VISTA;1113.55
7626;2020-11-13 13:06:46;607;34;3;1.0;A VISTA;2305.29
15138;2020-11-13 13:25:33;467;39;3;2.0;A VISTA;64.52
3638;2020-11-13 16:38:10;680;22;4;4.0;A VISTA;179.66
11018;2020-11-14 04:00:09;919;34;1;3.0;A VISTA;430.83
778;2020-11-14 08:05:06;861;3;1;3.0;A VISTA;922.61
745;2020-11-14 09:40:15;597;19;4;2.0;A VISTA;318.89
8503;2020-11-14 11:20:54;700;23;4;4.0;A VISTA;794.9300000000001
1325;2020-11-14 13:05:56;372;7;3;3.0;A VISTA;2.04
7301;2020-11-14 15:11:05;741;11;3;2.0;A VISTA;982.2699999999999
13522;2020-11-14 17:09:57;477;14;3;1.0;A VISTA;1403.74
4434;2020-11-14 18:33:40;295;28;1;4.0;A VISTA;2067.17
11496;2020-11-14 19:33:59;799;27;1;2.0;A VISTA;390.46
7616;2020-11-15 09:36:54;28;34;2;1.0;A VISTA;474.27
12292;2020-11-15 11:54:53;931;19;1;1.0;A VISTA;460.2
12582;2020-11-15 13:50:34;266;35;4;4.0;A VISTA;907.28
9140;2020-11-15 14:47:04;655;31;1;4.0;A VISTA;1333.7099999999998
12450;2020-11-15 15:22:03;803;19;3;4.0;A VISTA;1336.87
8820;2020-11-15 15:34:01;572;39;1;3.0;A VISTA;1435.4699999999998
9166;2020-11-15 17:24:12;196;11;1;3.0;A VISTA;183.1
2833;2020-11-15 23:40:22;81;21;1;1.0;A VISTA;673.85
412;2020-11-16 01:45:04;375;2;1;4.0;A VISTA;1014.0699999999999
5730;2020-11-16 11:37:13;235;1;4;1.0;A VISTA;2314.75
7895;2020-11-16 11:55:54;230;29;2;2.0;A VISTA;668.15
5445;2020-11-16 12:40:26;269;27;3;2.0;A VISTA;608.4
3830;2020-11-16 13:28:11;887;20;2;1.0;A VISTA;1026.53
11337;2020-11-16 13:35:35;1167;32;3;3.0;A VISTA;1178.19
9451;2020-11-16 14:11:16;1282;10;2;3.0;A VISTA;500.43999999999994
6300;2020-11-16 16:14:27;903;36;3;4.0;A VISTA;391.82
14342;2020-11-17 04:18:50;47;20;1;4.0;A VISTA;269.93
15156;2020-11-17 09:06:29;253;9;2;1.0;A VISTA;743.63
3941;2020-11-17 14:05:14;594;30;3;2.0;A VISTA;2.83
9051;2020-11-17 14:09:00;677;2;3;1.0;A VISTA;261.36
14953;2020-11-17 17:58:02;533;30;4;2.0;A VISTA;215.82
4888;2020-11-17 18:34:41;295;19;1;1.0;A VISTA;1071.8899999999999
10488;2020-11-18 05:48:37;1396;22;1;1.0;A VISTA;531.9200000000001
1701;2020-11-18 07:23:31;957;7;1;1.0;A VISTA;972.6899999999999
10148;2020-11-18 12:14:46;226;33;2;4.0;A VISTA;109.64999999999999
1908;2020-11-18 13:08:51;739;8;1;1.0;A VISTA;812.34
940;2020-11-18 14:18:44;1241;35;2;3.0;A VISTA;882.31
6490;2020-11-18 14:40:31;866;15;1;3.0;A VISTA;1797.52
13125;2020-11-18 15:16:03;917;19;4;3.0;A VISTA;1603.67
662;2020-11-18 15:57:43;1068;39;3;2.0;A VISTA;11.4
10733;2020-11-19 02:54:27;771;1;1;2.0;A VISTA;437.9
11759;2020-11-19 11:33:07;512;17;2;4.0;A VISTA;1835.32
4907;2020-11-19 13:25:16;1236;29;2;1.0;A VISTA;201.05
11403;2020-11-19 14:03:18;119;7;4;3.0;A VISTA;1351.72
1083;2020-11-19 14:44:35;1052;11;3;3.0;A VISTA;1107.14
11993;2020-11-19 17:25:48;991;27;4;4.0;A VISTA;428.98
874;2020-11-20 02:08:58;1241;3;1;1.0;A VISTA;138.18
3152;2020-11-20 13:46:51;293;36;4;3.0;A VISTA;234.70000000000002
1353;2020-11-20 14:21:01;741;13;4;2.0;A VISTA;428.73
2421;2020-11-20 14:46:42;137;38;2;3.0;A VISTA;1973.1499999999999
1435;2020-11-20 16:29:09;730;7;1;4.0;A VISTA;1284.25
13961;2020-11-20 19:39:41;1238;27;1;4.0;A VISTA;68.46000000000001
3343;2020-11-21 04:49:09;366;22;1;4.0;A VISTA;2024.4199999999998
3189;2020-11-21 10:35:54;254;20;3;3.0;A VISTA;1706.68
15176;2020-11-21 15:02:48;55;5;4;4.0;A VISTA;1465.35
13945;2020-11-21 18:39:43;1246;33;1;3.0;A VISTA;801.28
6942;2020-11-22 15:18:16;819;4;4;1.0;A VISTA;1961.8100000000002
7905;2020-11-22 17:50:39;817;14;4;3.0;A VISTA;1206.5
11218;2020-11-23 04:52:29;1069;35;1;4.0;A VISTA;17.69
12533;2020-11-23 09:49:37;1340;20;2;1.0;A VISTA;142.56
6446;2020-11-23 10:51:02;1114;29;4;2.0;A VISTA;1575.42
2938;2020-11-23 12:45:59;461;38;1;1.0;A VISTA;1321.06
8967;2020-11-23 13:06:41;1107;36;2;1.0;A VISTA;2977.4300000000003
11162;2020-11-23 17:05:56;1363;18;2;1.0;A VISTA;1305.36
2125;2020-11-23 17:39:33;860;28;2;3.0;A VISTA;4030.37
11558;2020-11-23 23:51:40;1034;16;1;4.0;A VISTA;1483.64
4735;2020-11-24 12:36:19;1212;35;3;3.0;A VISTA;2719.55
914;2020-11-24 15:31:11;821;21;2;3.0;A VISTA;879.9200000000001
14634;2020-11-24 16:45:13;147;36;4;4.0;A VISTA;1450.0
9465;2020-11-24 17:42:24;561;30;2;2.0;A VISTA;823.21
13830;2020-11-25 00:22:50;558;20;1;2.0;A VISTA;470.31
11457;2020-11-25 09:02:16;1374;29;1;4.0;A VISTA;234.82
5177;2020-11-25 09:42:00;640;26;3;2.0;A VISTA;771.86
9747;2020-11-25 12:06:02;634;15;2;3.0;A VISTA;483.3
13196;2020-11-25 13:38:56;310;23;2;1.0;A VISTA;1483.1799999999998
11855;2020-11-25 13:43:31;115;11;1;4.0;A VISTA;1163.7
8194;2020-11-26 12:22:27;699;10;4;3.0;A VISTA;762.8
12315;2020-11-26 12:57:45;545;1;4;4.0;A VISTA;69.3
873;2020-11-26 13:51:35;3;30;4;1.0;A VISTA;1000.4000000000001
12821;2020-11-27 10:02:27;282;14;1;2.0;A VISTA;5.52
6261;2020-11-27 12:35:44;1112;20;2;3.0;A VISTA;3162.64
13232;2020-11-27 14:06:14;685;3;2;4.0;A VISTA;980.69
13219;2020-11-27 14:19:57;513;8;4;3.0;A VISTA;2276.89
3484;2020-11-27 14:42:46;335;25;3;3.0;A VISTA;139.13
4716;2020-11-28 11:13:16;693;10;4;4.0;A VISTA;309.86
4146;2020-11-28 11:19:38;997;7;2;3.0;A VISTA;14.26
6803;2020-11-28 11:21:04;1278;31;3;1.0;A VISTA;552.69
2495;2020-11-28 13:38:08;881;33;2;1.0;A VISTA;1070.13
3722;2020-11-28 16:12:26;1150;35;2;4.0;A VISTA;2251.67
3464;2020-11-28 19:07:36;377;8;1;2.0;A VISTA;1185.99
1754;2020-11-28 21:00:59;1340;27;1;3.0;A VISTA;500.73
171;2020-11-29 05:02:17;1143;20;1;1.0;A VISTA;615.12
15158;2020-11-29 05:48:24;556;27;1;3.0;A VISTA;727.79
1913;2020-11-29 10:10:26;255;7;4;4.0;A VISTA;222.46
10451;2020-11-29 11:00:18;1040;10;3;2.0;A VISTA;1596.3500000000001
1232;2020-11-29 11:37:44;574;8;2;4.0;A VISTA;4636.11
12483;2020-11-29 12:12:22;1137;6;2;4.0;A VISTA;429.04999999999995
10565;2020-11-29 14:08:10;144;25;3;1.0;A VISTA;948.02
484;2020-11-29 14:33:16;497;16;3;3.0;A VISTA;1224.29
136;2020-11-29 16:37:18;61;8;3;1.0;A VISTA;509.12
4409;2020-11-29 19:38:53;376;37;1;1.0;A VISTA;666.84
13542;2020-11-30 04:34:50;548;37;1;4.0;A VISTA;128.67000000000002
13118;2020-11-30 09:09:25;505;29;4;2.0;A VISTA;968.7
11073;2020-11-30 11:36:36;1001;33;4;1.0;A VISTA;534.78
992;2020-11-30 12:40:28;477;10;4;4.0;A VISTA;339.94
14914;2020-11-30 13:19:08;1274;32;3;2.0;A VISTA;973.22
2413;2020-11-30 15:47:43;240;2;2;4.0;A VISTA;1312.78
12369;2020-11-30 16:55:31;992;23;2;3.0;A VISTA;787.6299999999999
10836;2020-12-01 01:20:10;497;10;1;1.0;A VISTA;764.19
4370;2020-12-01 11:05:57;523;39;4;3.0;A VISTA;1313.31
5903;2020-12-01 14:12:04;685;36;4;1.0;A VISTA;321.42
2309;2020-12-01 14:49:40;881;27;3;2.0;A VISTA;1113.8600000000001
12205;2020-12-01 17:55:44;503;2;3;2.0;A VISTA;607.17
